Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
MB-0135	0	0.0896772240963275	0.0292884381428582	0.0706442233007068	0	0.11116803402098	0.00622410640080873	0.0420485266168175	0	0.0942696668203714	0	0.0151233260014825	0	0.0994396235822045	0.0380962217401891	0.21772695989337	0	0.000392670504439444	0.171188284698944	0.0147126941805005	0	0	0	0.721655641943045	0.761774436044134
MB-0139	0.0133703080056914	0.0343344488980331	0.0222970356800577	0.186120694763823	0	0.0240965945040659	0	0.066815215800719	0	0.0626576069266494	0	0.0480944789894478	0.03660654970427	0.00460468680375697	0.0530558927792818	0.14924560945849	0.0113070509430314	0.00103961384405313	0.286354212898629	0	0	0	0	0.595524067408861	0.817900925697605
MB-0151	0.0213504959684928	0.0553885210984595	0.00428614012333716	0.067743573649321	0	0.0256992860929948	0	0.0941962219286529	0.019786629006061	0.0885595574756175	0	0.059544678419165	0.0090408730233907	0.111665452170197	0.08945408352578	0.238836780003962	0	0	0.0656329280633419	0.0459610452568288	0	0.00285373419439762	0	0.757280473549817	0.728726906972973
MB-0162	0.00610898364305389	0.0962276366278588	0.0916112745170346	0.0866784484856562	0	0.065235051365013	0	0.0756433601021841	0.00840048832449934	0.0547002527807193	0	0.0371561313880278	0.0225770922260381	0.0256055214155354	0.0514794627062375	0.170761072790797	0.026787313373167	0	0.179768578120814	0	0	0.00125933213336454	0	0.716208037179352	0.767978819404864
MB-0172	0.0133905600576338	0.0415848980029262	0.101769772743339	0.0509001026780669	0	0.10243118409694	0.0195950170168398	0.0588807075525842	0.0307335042350647	0.104875898199362	0	0.0387703071717259	0.0278899652183253	0.0347258886663351	0.0704154816561786	0.162765064518197	0.00738764983149554	0.00672083678475997	0.127163161570226	0	0	0	0	0.703867854891803	0.772681308642014
MB-0180	0.0120553258212406	0.0673295024775032	0.0101633413473886	0.0425634127942984	0	0.0785527230044505	0.00236093246340076	0.0986640649667675	0	0.0130010008934717	0.00599975832969573	0.00793862134075094	0.00371519349418676	0.165561382453569	0.0456762966580749	0.122877549002897	0	0	0.322958652987695	0.000582241964608703	0	0	0	0.745823382466932	0.732900971188398
MB-0181	0	0.0867423778286757	0.0368538360778877	0.0745134743123044	0	0.0870709138728018	0	0.0503017985078852	0.0185644009865822	0.0316973296653514	0	0.0501464783107118	0.0378627117951749	0	0.0366178904864038	0.146039691178903	0.0118261077524254	5.56197299356329e-05	0.22986643902813	0.101840930466827	0	0	0	0.768801366608754	0.713732710684096
MB-0184	0.0201094688027609	0.0323484448747309	0.00866563502926296	0.040690507378456	0	0.093695731104097	0	0.105374080003869	0.00276453186666448	0	0	0.0649206273065424	0.0277369947725542	0.0915992187038195	0.0428275525795946	0.357853810626281	0.00516057043811285	0	0	0.0896393977272709	0.00584443894108994	0.0107689898448926	0	0.517079470577559	0.858266721314906
MB-0185	0.0182494862474459	0.03179974045526	0.0774485883499781	0.122540154729778	0	0.0237773183435608	0.021318660975245	0.112180353948597	0.0271984166546608	0.0258842589387703	0.00140466629197376	0.0366358938642274	0.00522854152800736	0.180039972119638	0.100317513131017	0.159791781075542	0	0	0.0194531140135404	0.0282553038117961	0.00172610450796425	0.00675013101299803	0	0.694074870910239	0.766676979289576
MB-0193	0.0101490862495407	0.0493187949061283	0.020751768988873	0.0348149158417016	0	0.0854026846968403	0	0.0600831457828433	0	0	0.0231645463336734	0.0167422348980284	0	0.283500911740877	0.0341029675157808	0.185014910708602	0	0	0.188132458823631	0	0	0.00882157351347977	0	0.788009939767894	0.702987497700803
MB-0198	0.016747274506106	0.0370980926085821	0.0191281745317292	0.0435290426379316	0	0.146246437877176	0	0.0712907131744564	0	0.0169827243421522	0	0.0408260140696953	0.0273320441084642	0.0051728379777495	0.0785606645912258	0.26296386713023	0.0103681880956167	0.00134075472555536	0.130066601200977	0.084307121474433	0	0.00803944694792039	0	0.634653065923919	0.802206598299134
MB-0207	0.0227690410988403	0.0638031218623459	0.0125386096946069	0.0560323398635492	0	0.108041441712585	0	0.0777819416806848	0.00524288795533412	0.0320624548602847	0	0.0331021831789932	0.0239531087880623	0.0773709434278648	0.066347206788176	0.156652443569925	0.0250779681348351	0	0.191378301688181	0.0478460056957315	0	0	0	0.698084381104155	0.772773636821984
MB-0227	0.0168716702140606	0.0575623353076367	0.121562847480326	0.0344550690445974	0	0.136647198224181	0	0.061243211786434	0.0429430912199494	0.0469845970765749	0	0.0269113555791874	0.02542502115795	0.089889648785554	0.0632992464027166	0.22156047228207	0	0	0.0524066028265211	0	0	0.00223763261224076	0	0.747946571887574	0.746333859058055
