PatientID	aDC	Adipocytes	Astrocytes	B_cells	Basophils	CD4_memory_T_cells	CD4_naive_T_cells	CD4_T_cells	CD4_Tcm	CD4_Tem	CD8_naive_T_cells	CD8_T_cells	CD8_Tcm	CD8_Tem	cDC	Chondrocytes	Class_switched_memory_B_cells	CLP	CMP	DC	Endothelial_cells	Eosinophils	Epithelial_cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly_Endothelial_cells	Macrophages	Macrophages_M1	Macrophages_M2	Mast_cells	Megakaryocytes	Melanocytes	Memory_B_cells	MEP	Mesangial_cells	Monocytes	MPP	MSC	mv_Endothelial_cells	Myocytes	naive_B_cells	Neurons	Neutrophils	NK_cells	NKT	Osteoblast	pDC	Pericytes	Plasma_cells	Platelets	Preadipocytes	pro_B_cells	Sebocytes	Skeletal_muscle	Smooth_muscle	Tgd_cells	Th1_cells	Th2_cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore
GSM3612446	0.017417857	0.001293686	2.15E-18	0	8.43E-19	1.56E-18	0	2.71E-18	0	0.028842909	0.006443613	0	0	1.59E-18	0.015007791	0.047024034	0.011998385	0.030562561	0.016249621	0	0.024777901	0.001219638	0.062177781	0	0.15901971	0.009274881	2.74E-19	0.182943191	0.041921384	0.010741605	0.00625629	0.01624413	0.026189386	4.47E-19	0.013936378	0.003135999	0.001175337	5.52E-18	0.022278557	0.019337266	0	0	0.138426374	0.01195558	0.004526606	7.89E-19	0.000555559	1.08E-19	0	0.021026405	6.74E-19	0	0.064118739	0	0	0	3.05E-19	2.66E-19	1.11E-18	0.13637386	4.66E-19	0.013290966	0	4.81E-19	0.020933431	0.092545648	0.113479079
GSM3612447	0.027337247	0.00321131	5.02E-18	0	0	3.38E-19	8.15E-19	0	3.46E-18	0.036080185	0.004534364	1.31E-18	0.017384537	7.74E-19	0.018004723	0.030376156	0.006094298	0.013843724	0.00734835	0.001457592	0.024442886	0.003016788	0.076833585	0	0.137731991	0.017888614	0	0.252384489	0.091935013	0.015344551	0.006371806	0.034892239	0.046912282	5.70E-19	0.010199009	0.001024509	0.001554485	3.70E-18	0.010541213	0.001351381	5.65E-19	0	0.184401262	0.013636109	0.001959009	3.90E-18	0.000559499	0	3.46E-19	0.012303409	4.13E-18	0.005265576	0.047802701	1.03E-19	3.14E-19	0	0	4.30E-19	0	0.116408396	0.000112538	0.008663974	0	0.019709607	0.033043753	0.082693094	0.115736847
GSM3612448	0	0.009691288	0	0	0.032383304	0	8.94E-19	0	0	2.69E-20	0	2.96E-19	3.60E-19	1.23E-17	1.79E-20	0	1.11E-18	0.054478785	0	2.12E-19	0.005501234	0	0.077289809	6.21E-19	0.00716289	0	0	0.092801676	0.001235995	0.002855748	0.002472753	0	4.21E-19	0	0	5.72E-21	0.002105164	0	0.032553272	0	7.28E-18	0	0.349485507	0.007163022	0.002427246	1.83E-18	0.001609691	0	1.05E-17	0.042546977	0.002595118	1.56E-18	2.50E-17	0.002763177	0	0	4.98E-19	2.25E-19	1.86E-18	0.097551772	0.005128181	0.023729186	0.051005588	2.50E-20	1.22E-17	0.011177706	0.011177706
GSM3612449	0.017695113	0.063046515	0	7.63E-19	0.023293331	6.82E-20	2.26E-18	6.93E-19	0	0.046496171	0.002964081	0	0.004373382	0	0.038755249	0	8.19E-20	0.03556104	0.003013421	0.010604544	0.035977573	0.002968621	0.099184593	0	0.103919949	0	0	0.185760596	0.161410427	0.011502777	0.013223043	0	0.013407575	5.32E-19	0	2.09E-21	0.002751494	0	0.037733434	0.008187304	5.46E-18	0	0.245326016	0.025403821	0.00233287	4.68E-19	0.000809338	0	1.43E-18	0.033561552	7.77E-18	0	0	0.009415147	0	6.13E-18	8.68E-19	7.53E-19	0	0.042699148	0.00118873	0.014062424	0.023278195	8.15E-19	0.009048777	0.101472019	0.110520796
GSM3612450	0	0.023255418	8.25E-18	7.71E-19	0.058211682	0	5.65E-19	2.20E-18	1.04E-19	0.03366871	0.002785306	0	0	0	0.011874458	0.015857128	0	0.006764293	0.00779209	0.001898619	0.048266422	0.002348957	0.070884962	0	0.221822265	0	0.00134592	0.159016044	0.08174946	0.002524875	0.019643326	4.58E-20	0.006215666	0.001639398	0.006968099	0.003014864	0.001429227	3.26E-18	0.015161215	0.011678021	2.90E-18	3.33E-18	0.098750962	0.019657115	0.01568543	1.70E-18	3.85E-05	1.95E-18	8.61E-18	0.021456292	0	2.59E-18	0.09870378	0.005102031	8.29E-19	0.044050985	9.97E-18	0	0.000992201	0.034248412	1.84E-05	0.010957974	0.026269765	2.12E-18	0.007477117	0.146672052	0.15414917
GSM3612451	0.021952668	0.104081531	0	0.173854024	0.0246393	0.011677207	0.03063298	0.020359024	0.01608725	0.079104617	0.004151248	0.053924294	0.056481002	0.003078688	0.135686585	0.026873572	0.07671458	0	0.003031238	0.011377196	0.107562585	0.005758084	0.072181982	0	0.353041015	0.002523306	0.002455041	0.338842822	0.177032295	0.004350991	0.062716619	0.011770839	0.009341859	0.02530311	0	0.01019094	0.000987851	0.07348862	0.008136878	0.036600342	7.78E-20	7.17E-18	0	0.056553747	0	0.009454529	0	1.19E-18	0	0.012757786	0	0	0.062630625	0.016367501	0	0.024571016	0	0	1.96E-19	0.018709891	0	0	1.23E-18	0.02141326	0.18469564	0.282342565	0.467038205
GSM3612452	0.050754181	0.155283245	3.87E-18	0.01769517	4.70E-19	0.003008149	1.54E-18	0.012172896	1.60E-18	0.056164032	0.002348985	0.016038835	0.036155049	0.009998583	0.021439412	4.67E-19	0.032337907	0.02565542	7.47E-20	0.003226796	0.040012597	0	0.056212001	0	0.119043541	1.50E-18	4.45E-20	0.1784618	0.037978604	0.001675314	0.02092007	0.048024686	0.05228167	0.035059492	2.19E-18	0.001469764	0.004401598	0	4.14E-18	0.023576119	0.000211777	1.29E-17	0.086272287	0.017727309	0.001047286	8.64E-19	6.42E-21	0	5.32E-19	0.031998148	0	0.004298998	8.49E-07	0.003685934	2.58E-18	0	0	0	3.89E-19	0.040370338	0.004453397	0.019828959	0.016769098	0.004679472	0.06491344	0.157169692	0.222083132
GSM3612453	0.006461789	0.141659255	1.32E-18	0.040085278	0	0	8.49E-20	0.005830261	0	0.032420532	0.002214259	0.005538295	0.011116496	0.010244087	0.045769765	0.012366423	0.058998059	0.005001729	0	0.004430223	0.056465419	0.004754483	0.058453066	9.08E-22	0.1733439	0.006023429	0	0.23351206	0.091049209	0.002685684	0.026950662	0.031501039	0.041652437	0.029008836	0	0.002595864	0.0051549	3.01E-19	1.72E-20	0.028039181	0	3.49E-20	0.055651289	0.031664123	0.009860064	9.58E-19	4.41E-06	1.20E-18	5.78E-18	0.039105786	0	0.003779422	0.029292612	0.006385368	0	0	0	0	0	0.028197737	2.08E-20	0.020267427	0	0.012952012	0.061426386	0.185734287	0.247160673
GSM3612454	0.101085099	0.011012527	0.007573505	0.318454465	0.009674929	0.043824597	0.078808976	0.043608079	0.012607896	0.088965281	0.00318537	0.042977877	0.04946671	0.014303324	0.192320779	0.013268922	0.094554493	0.013673034	0	0.021121503	0.053190361	0	0.039633609	0	0.180761764	0.036177447	0.000549489	0.167862712	0.142555282	0.007945139	0.015154963	0.013064522	0.025581125	0.002542516	0.005630066	0.004605423	0.001822775	0.124801376	0.021407984	0.019068412	0.005170228	1.99E-18	0.055821108	0.027630957	0.002846702	0.02678503	0	0	0	0.029039848	7.75E-19	0.006138095	0.069406113	0.011648538	0.000808762	0.024502026	0.025152923	2.41E-19	0.002249118	0.015850361	0.010771044	0.01411269	0.010509643	0.00676314	0.300017827	0.122482326	0.422500152
GSM3612455	0.073145008	0.018244116	0.006886982	0.318856129	0.03449364	0.0455128	0.036191302	0.043286539	0.02646024	0.086277811	0.00328659	0.001526494	0.02556182	0	0.139882078	0.016110493	0.110892271	0.020796971	3.84E-19	0.017714956	0.028678713	0	0.083606831	4.08E-21	0.124763135	0.002076378	0	0.095056163	0.150737602	0.016009947	0.007044225	0.007490123	0.011896036	0.003430814	0	0.001843705	0.001590764	0.123782814	0.014143375	0.027216197	7.35E-20	1.24E-18	0.056594594	0.014024129	9.56E-20	0.031005068	3.69E-05	0	0	0.03173457	8.31E-19	0.028679455	0	0.007502115	3.08E-19	0.002909151	0.023791055	2.18E-19	0.001156838	0.022813019	0.007986049	0.012849221	0.016756901	0.047493935	0.259249494	0.085842982	0.345092475
GSM3612456	0.016871388	0.008481797	1.88E-18	0.116003642	0.044647891	0.001453883	0.014442606	0.010986378	0.004356821	0.0586511	0.003994449	0.016377897	0.013713159	1.03E-18	0.094303502	0	0.085771992	0.009528068	0.011931485	0.005674621	0.027659497	0	0.085812669	4.02E-21	0.106605192	0.021777124	6.77E-05	0.137146132	0.110654826	0.020585511	0.010365083	6.33E-19	0.000380044	0.0007672	0.011281981	0.006503838	0.001201838	0.036558301	0.028101627	0.006507322	1.82E-18	0	0.076713233	0.014215317	0.003769224	8.94E-20	0.000224656	3.45E-19	0	0.013026745	7.60E-19	0	0	0.0118225	4.47E-19	0.021370371	5.34E-19	1.39E-19	9.92E-22	0.046455078	0.001438032	0.006742503	0	0	0.106883013	0.071373243	0.178256256
GSM3612457	0	0.099174836	0	0	0.018918808	4.62E-19	3.06E-18	0	4.04E-19	0.026722359	0.003727959	8.44E-19	0	0	0.031990517	0.015700758	0.025590287	0.00498758	0.018389136	0.001558655	0.048903835	0.003089463	0.08639153	0	0.19223511	0.008232832	0.001386149	0.207449067	0.06449975	0.006929804	0.024487281	0	0	0.009048929	0.016338376	0.002341377	0.001116855	2.04E-18	0.028920165	0.0151612	2.02E-18	4.05E-18	0.155432861	0.028395384	0	0	0.000446983	2.59E-20	9.48E-18	0.006752008	3.07E-18	3.04E-18	0.026389149	0.005733445	0	0.011458503	0	1.09E-19	0.001231897	0.068215429	7.65E-19	2.69E-20	1.02E-18	8.11E-19	0.013990996	0.17015689	0.184147886
GSM3612458	0.015230744	0.010678321	0	0	0.052855002	3.38E-19	9.62E-19	0	2.14E-18	0.038089362	0.001938971	5.08E-19	0.002868422	0	0.00536712	0	0.029357011	0.030672406	0	3.62E-19	0.020507667	0.003242421	0.05929128	1.31E-19	0.042469321	0	0.00035703	0.094327304	0.000774982	0.002854566	0.007349305	0.046043722	0.040181064	0.009892411	3.94E-05	0.00011368	0.003190351	4.51E-18	0	0	0.001287725	1.01E-17	0.231036488	0.015536899	0.002684976	3.31E-18	0	0.000996814	0	1.17E-21	6.53E-18	0.010468735	0	0.002979033	0	2.86E-18	0	0	1.22E-18	0.027892452	0.000521688	0.005805073	0.014993524	0	0.034406727	0.036827655	0.071234381
GSM3612459	0.007556427	0.020969299	0	1.72E-18	0.026685436	0.001112761	0	0	1.19E-18	0.032196486	0.006173945	0	4.80E-05	0	0.046147649	0.008985605	0.017044396	0.042113041	0	0	0.020556989	0.003113611	0.064392845	0	0.129900845	0.003480825	0	0.163485257	0.048591577	0.008423027	0.005660468	0.026979139	0.031415139	0.001376391	0.00025359	0	0.003365196	0	0.005486818	0	0.004094303	0	0.176120415	0.009543079	0.003760212	1.08E-18	3.17E-05	0.000579284	1.06E-18	0.000132585	1.00E-18	0.003956311	9.75E-18	0.001626596	0	1.67E-17	4.44E-18	0	5.64E-19	0.078468735	0.001683006	0.005047404	0.010700168	2.60E-20	0.023346618	0.085713567	0.109060185
